# Annotation file compilation of the Affymetrix Human Genome U133 Set annotation data (chip HGU133A) http://bioconductor.org/packages/release/data/annotation/html/hgu133a.db.html
# and the web tool g:Convert http://biit.cs.ut.ee/gprofiler/gconvert.cgi
#
# List start ->
affy	genesym
218596_at	TBC1D13
218597_s_at	CISD1
218598_at	RINT1
218599_at	REC8
218600_at	LIMD2
218601_at	URGCP
218602_s_at	HAUS6P3
218603_at	HECA
218604_at	LEMD3
218605_at	TFB2M
218606_at	ZDHHC7
218607_s_at	SDAD1
218608_at	ATP13A2
218609_s_at	NUDT2
218610_s_at	CPPED1
218611_at	IER5
218612_s_at	TSSC4
218613_at	PSD3
218614_at	KIAA1551
218615_s_at	TMEM39A
218616_at	INTS12
218617_at	TRIT1
218618_s_at	FNDC3B
218619_s_at	SUV39H1
218620_s_at	HEMK1
218621_at	HEMK1
218622_at	NUP37
218623_at	218623_AT
218624_s_at	CENPBD1P1
218625_at	NRN1
218626_at	EIF4ENIF1
218627_at	DRAM1
218628_at	CCDC53
218629_at	SMO
218630_at	MKS1
218631_at	AVPI1
218632_at	HECTD3
218633_x_at	ABHD10
218634_at	PHLDA3
218636_s_at	MAN1B1
218637_at	IMPACT
218638_s_at	SPON2
218639_s_at	ZXDC
218640_s_at	PLEKHF2
218641_at	C11ORF95
218642_s_at	CHCHD7
218643_s_at	CRIPT
218644_at	PLEK2
218645_at	ZNF277
218646_at	C4ORF27
218647_s_at	YRDC
218648_at	CRTC3
218649_x_at	NEMF
218650_at	DGCR8
218651_s_at	LARP6
218652_s_at	PIGG
218653_at	218653_AT
218654_s_at	MRPS33
218655_s_at	CWC25
218656_s_at	LHFP
218657_at	RAPGEFL1
218658_s_at	ACTR8
218659_at	ASXL2
218660_at	DYSF
218661_at	NAA60
218662_s_at	NCAPG
218663_at	NCAPG
218664_at	MECR
218665_at	FZD4
218666_s_at	STX17
218667_at	PJA1
218668_s_at	RAP2C
218669_at	RAP2C
218670_at	PUS1
218671_s_at	ATPIF1
218672_at	SCNM1
218673_s_at	ATG7
218674_at	TRAPPC13
218675_at	SLC22A17
218676_s_at	PCTP
218677_at	S100A14
218678_at	NES
218679_s_at	VPS28
218680_x_at	HYPK
218681_s_at	SDF2L1
218682_s_at	SLC4A1AP
218683_at	PTBP2
218684_at	LRRC8D
218685_s_at	SMUG1
218686_s_at	RHBDF1
218687_s_at	MUC13
218688_at	DAK
218689_at	FANCF
218690_at	218690_AT
218691_s_at	PDLIM4
218692_at	SYBU
218693_at	TSPAN15
218694_at	ARMCX1
218695_at	EXOSC4
218696_at	EIF2AK3
218697_at	NCKIPSD
218698_at	APIP
218699_at	RAB29
218700_s_at	RAB29
218701_at	LACTB2
218702_at	SARS2
218703_at	SEC22A
218704_at	RNF43
218705_s_at	SNX24
218706_s_at	GRAMD3
218707_at	ZNF444
218708_at	NXT1
218709_s_at	IFT52
218710_at	TTC27
218711_s_at	SDPR
218712_at	C1ORF109
218713_at	ICE2
218714_at	PRR14
218715_at	UTP6
218716_x_at	MTO1
218717_s_at	LEPREL1
218718_at	PDGFC
218719_s_at	GINS3
218720_x_at	SEZ6L2
218721_s_at	C1ORF27
218722_s_at	CCDC51
218723_s_at	RGCC
218724_s_at	TGIF2
218725_at	SLC25A22
218726_at	HJURP
218727_at	SLC38A7
218728_s_at	CNIH4
218729_at	LXN
218730_s_at	OGN
218731_s_at	VWA1
218732_at	PTRH2
218733_at	MSL2
218734_at	NAA40
218735_s_at	ZNF544
218736_s_at	PALMD
218737_at	SBNO1
218738_s_at	RNF138
218739_at	ABHD5
218740_s_at	CDK5RAP3
218741_at	CENPM
218742_at	NARFL
218743_at	CHMP6
218744_s_at	PACSIN3
218745_x_at	TMEM161A
218746_at	TAPBPL
218747_s_at	TAPBPL
218748_s_at	EXOC5
218749_s_at	SLC8B1
218750_at	SNORA25
218751_s_at	FBXW7
218752_at	ZMAT5
218753_at	XKR8
218754_at	NOL9
218755_at	KIF20A
218756_s_at	DHRS11
218757_s_at	UPF3B
218758_s_at	RRP1
218759_at	DVL2
218760_at	COQ6
218761_at	RNF111
218762_at	ZNF574
218763_at	STX18
218764_at	PRKCH
218765_at	SIDT2
218766_s_at	WARS2
218767_at	REXO4
218768_at	NUP107
218769_s_at	ANKRA2
218770_s_at	TMEM39B
218771_at	PANK4
218772_x_at	TMEM38B
218773_s_at	MSRB2
218774_at	DCPS
218775_s_at	WWC2
218776_s_at	TMEM62
218777_at	REEP4
218778_x_at	EPS8L1
218779_x_at	EPS8L1
218780_at	HOOK2
218781_at	SMC6
218782_s_at	ATAD2
218783_at	INTS7
218784_s_at	SAYSD1
218785_s_at	IFT22
218786_at	NT5DC3
218787_x_at	CWF19L1
218788_s_at	SMYD3
218789_s_at	C11ORF71
218790_s_at	TMLHE
218791_s_at	KATNBL1
218792_s_at	BSPRY
218793_s_at	SCML1
218794_s_at	TXNL4B
218795_at	ACP6
218796_at	FERMT1
218797_s_at	SIRT7
218798_at	KRI1
218799_at	GPN2
218800_at	SRD5A3
218801_at	UGGT2
218802_at	CCDC109B
218803_at	CHFR
218804_at	ANO1
218805_at	GIMAP5
218806_s_at	VAV3
218807_at	VAV3
218808_at	DALRD3
218809_at	PANK2
218810_at	ZC3H12A
218811_at	ORAI2
218812_s_at	ORAI2
218813_s_at	SH3GLB2
218814_s_at	TMEM206
218815_s_at	TMEM51
218816_at	LRRC1
218817_at	SPCS3
218818_at	FHL3
218819_at	INTS6
218820_at	C14ORF132
218821_at	NPEPL1
218822_s_at	NPEPL1
218823_s_at	KCTD9
218824_at	PNMAL1
218825_at	EGFL7
218826_at	SLC35F2
218827_s_at	CEP192
218828_at	TMEM256-PLSCR3
218829_s_at	CHD7
218830_at	RPL26L1
218831_s_at	FCGRT
218832_x_at	ARRB1
218833_at	218833_AT
218834_s_at	TMEM132A
218835_at	SFTPA2
218836_at	RPP21
218837_s_at	UBE2D4
218838_s_at	TTC31
218839_at	HEY1
218840_s_at	NADSYN1
218841_at	ASB8
218842_at	RPAP3
218843_at	FNDC4
218844_at	ACSF2
218845_at	DUSP22
218846_at	MED23
218847_at	IGF2BP2
218848_at	THOC6
218849_s_at	PPP1R13L
218850_s_at	LIMD1
218851_s_at	WDR33
218852_at	PPP2R3C
218853_s_at	MOSPD1
218854_at	DSE
218855_at	TPRA1
218856_at	TNFRSF21
218857_s_at	ASRGL1
218858_at	DEPTOR
218859_s_at	ESF1
218860_at	NOC4L
218861_at	RNF25
218862_at	ASB13
218863_s_at	TNS1
218864_at	TNS1
218865_at	MARC1
218866_s_at	POLR3K
218867_s_at	C12ORF49
218868_at	ACTR3B
218869_at	MLYCD
218870_at	ARHGAP15
218871_x_at	CSGALNACT2
218872_at	TESC
218873_at	GON4L
218874_s_at	ATAT1
218875_s_at	FBXO5
218876_at	TPPP3
218877_s_at	TRMT11
218878_s_at	SIRT1
218879_s_at	MTHFSD
218880_at	FOSL2
218881_s_at	FOSL2
218882_s_at	WDR3
218883_s_at	CENPU
218884_s_at	GUF1
218885_s_at	GALNT12
218886_at	PAK1IP1
218887_at	MRPL2
218888_s_at	NETO2
218889_at	NOC3L
218890_x_at	MRPL35
218891_at	C10ORF76
218892_at	DCHS1
218893_at	ISOC2
218894_s_at	MAGOHB
218895_at	GPATCH3
218896_s_at	C17ORF85
218897_at	TMEM177
218898_at	FAM57A
218899_s_at	BAALC
218900_at	CNNM4
218901_at	PLSCR4
218902_at	NOTCH1
218903_s_at	NABP2
218904_s_at	C9ORF40
218905_at	INTS8
218906_x_at	KLC2
218907_s_at	LRRC61
218908_at	ASPSCR1
218909_at	RPS6KC1
218910_at	ANO10
218911_at	YEATS4
218912_at	GCC1
218913_s_at	GMIP
218914_at	RRNAD1
218915_at	NF2
218916_at	ZNF768
218917_s_at	ARID1A
218918_at	MAN1C1
218919_at	ZFAND1
218920_at	FAM193B
218921_at	SIGIRR
218922_s_at	CERS4
218923_at	CTBS
218924_s_at	CTBS
218925_s_at	C11ORF1
218926_at	MYNN
218927_s_at	CHST12
218928_s_at	SLC37A1
218929_at	CDKN2AIP
218930_s_at	TMEM106B
218931_at	RAB17
218932_at	ZNHIT6
218933_at	SPATA5L1
218934_s_at	HSPB7
218935_at	EHD3
218936_s_at	CCDC59
218937_at	ZSCAN32
218938_at	FBXL15
218939_at	LETM1
218940_at	VCPKMT
218941_at	FBXW2
218942_at	PIP4K2C
218943_s_at	DDX58
218944_at	PYCRL
218945_at	METTL22
218946_at	NFU1
218947_s_at	MTPAP
218948_at	QRSL1
218949_s_at	QRSL1
218950_at	ARAP3
218951_s_at	PLCXD1
218952_at	PCSK1N
218953_s_at	PCYOX1L
218954_s_at	BRF2
218955_at	BRF2
218956_s_at	PTCD1
218957_s_at	PAAF1
218958_at	C19ORF60
218959_at	HOXC10
218960_at	TMPRSS4
218961_s_at	PNKP
218962_s_at	TMEM168
218963_s_at	KRT23
218964_at	ARID3B
218965_s_at	TUT1
218966_at	MYO5C
218967_s_at	PTER
218968_s_at	ZFP64
218969_at	CORO7-PAM16
218970_s_at	CUTC
218971_s_at	WDR91
218972_at	TTC17
218973_at	EFTUD1
218974_at	SOBP
218975_at	COL5A3
218976_at	DNAJC12
218977_s_at	TRNAU1AP
218978_s_at	218978_S_AT
218979_at	RMI1
218980_at	FHOD3
218981_at	ACN9
218982_s_at	MRPS17
218983_at	C1RL
218984_at	PUS7
218985_at	SLC2A8
218986_s_at	DDX60
218987_at	ATF7IP
218988_at	SLC35E3
218989_x_at	SLC30A5
218990_s_at	SPRR3
218991_at	HEATR6
218992_at	PLGRKT
218993_at	RNMTL1
218994_s_at	STAG3L4
218995_s_at	EDN1
218996_at	TFPT
218997_at	POLR1E
218998_at	FAM206A
218999_at	TMEM140
219000_s_at	DSCC1
219001_s_at	DCAF10
219002_at	FASTKD1
219003_s_at	MANEA
219004_s_at	MIS18A
219005_at	TMEM59L
219006_at	NDUFAF4
219007_at	NUP43
219008_at	C2ORF43
219009_at	C14ORF93
219010_at	C1ORF106
219011_at	PLEKHA4
219012_s_at	C11ORF30
219013_at	GALNT11
219014_at	PLAC8
219015_s_at	ALG13
219016_at	FASTKD5
219017_at	ETNK1
219018_s_at	CCDC85C
219019_at	PIDD1
219020_at	HS1BP3
219021_at	RNF121
219022_at	C12ORF43
219023_at	AP1AR
219024_at	PLEKHA1
219025_at	CD248
219026_s_at	RASAL2
219027_s_at	MYO9A
219028_at	HIPK2
219029_at	C5ORF28
219030_at	TPRKB
219031_s_at	NIP7
219032_x_at	OPN3
219033_at	PARP8
219034_at	PARP16
219035_s_at	RNF34
219036_at	CEP70
219037_at	RRP15
219038_at	MORC4
219039_at	SEMA4C
219040_at	CORO7
219041_s_at	REPIN1
219042_at	LZTS1
219043_s_at	PDCL3
219044_at	THNSL2
219045_at	RHOF
219046_s_at	PKNOX2
219047_s_at	ZNF668
219048_at	PIGN
219049_at	CSGALNACT1
219050_s_at	ZNHIT2
219051_x_at	METRN
219052_at	HPS6
219053_s_at	VPS37C
219054_at	NPR3
219055_at	SRBD1
219056_at	RNASEH2B
219057_at	RABEP2
219058_x_at	TINAGL1
219059_s_at	LYVE1
219060_at	WDYHV1
219061_s_at	LAGE3
219062_s_at	ZCCHC2
219063_at	C1ORF35
219064_at	ITIH5
219065_s_at	MEMO1
219066_at	PPCDC
219067_s_at	NSMCE4A
219068_x_at	ATAD3A
219069_at	ANKRD49
219070_s_at	MOSPD3
219071_x_at	HGH1
219072_at	BCL7C
219073_s_at	OSBPL10
219074_at	TMEM184C
219075_at	YIPF2
219076_s_at	PXMP2
219077_s_at	WWOX
219078_at	GPATCH2
219079_at	CYB5R4
219080_s_at	CTPS2
219081_at	ANKHD1
219082_at	AMDHD2
219083_at	SHQ1
219084_at	NSD1
219085_s_at	GEMIN7
219086_at	ZNF839
219087_at	ASPN
219088_s_at	ZNF576
219089_s_at	ZNF576
219090_at	SLC24A3
219091_s_at	MMRN2
219092_s_at	IPPK
219093_at	PID1
219094_at	ARMC8
219095_at	JMJD7-PLA2G4B
219096_at	ARMC7
219097_x_at	SMIM7
219098_at	MYBBP1A
219099_at	C12ORF5
219100_at	OBFC1
219101_x_at	ABHD8
219102_at	RCN3
219103_at	ASAP3
219104_at	RNF141
219105_x_at	ORC6
219106_s_at	KLHL41
219107_at	BCAN
219108_x_at	DDX27
219109_at	SPAG16
219110_at	GAR1
219111_s_at	MIR7106
219112_at	RAPGEF6
219113_x_at	HSD17B14
219114_at	C3ORF18
219115_s_at	IL20RA
219116_s_at	DCUN1D2
219117_s_at	FKBP11
219118_at	FKBP11
219119_at	LSM8
219120_at	C2ORF44
219121_s_at	ESRP1
219122_s_at	THG1L
219123_at	ZNF232
219124_at	TTI2
219125_s_at	SLC50A1
219126_at	PHF10
219127_at	PRR15L
219128_at	C2ORF42
219129_s_at	SAP30L
219130_at	TRMT13
219131_at	UBIAD1
219132_at	PELI2
219133_at	OXSM
219134_at	ELTD1
219135_s_at	LMF1
219136_s_at	LMF1
219137_s_at	MFF
219138_at	219138_AT
219139_s_at	CROCCP3
219140_s_at	RBP4
219141_s_at	AMBRA1
219142_at	RASL11B
219143_s_at	RPP25
219144_at	DUSP26
219145_at	LPHN1
219146_at	TEFM
219147_s_at	NMRK1
219148_at	PBK
219149_x_at	DBR1
219150_s_at	ADAP1
219151_s_at	RABL2A
219152_at	PODXL2
219153_s_at	THSD4
219154_at	TMEM120B
219155_at	PITPNC1
219156_at	SYNJ2BP
219157_at	KLHL2
219158_s_at	NAA15
219159_s_at	SLAMF7
219160_s_at	PAPOLG
219161_s_at	CKLF
219162_s_at	MRPL11
219163_at	ZNF562
219164_s_at	ATG2B
219165_at	PDLIM2
219166_at	DNAAF2
219167_at	RASL12
219168_s_at	PRR5
219169_s_at	TFB1M
219170_at	FSD1
219171_s_at	ZNF236
219172_at	UBTD1
219173_at	MYO15B
219174_at	IFT74
219175_s_at	SLC41A3
219176_at	C2ORF47
219177_at	BRIX1
219178_at	QTRTD1
219179_at	DACT1
219180_s_at	PEX26
219181_at	LIPG
219182_at	TMEM231
219183_s_at	CYTH4
219184_x_at	TIMM22
219185_at	SIRT5
219186_at	ZBTB7A
219187_at	FKBPL
219188_s_at	MACROD1
219189_at	FBXL6
219190_s_at	AGO4
219191_s_at	BIN2
219192_at	UBAP2
219193_at	WDR70
219194_at	SEMA4G
219195_at	PPARGC1A
219196_at	SCG3
219197_s_at	SCUBE2
219198_at	GTF3C4
219199_at	AFF4
219200_at	FASTKD3
219201_s_at	TWSG1
219202_at	RHBDF2
219203_at	EMC9
219204_s_at	SRR
219205_at	SRR
219206_x_at	TMBIM4
219207_at	EDC3
219208_at	FBXO11
219209_at	IFIH1
219210_s_at	RAB8B
219211_at	USP18
219212_at	HSPA14
219213_at	JAM2
219214_s_at	NT5C
219215_s_at	SLC39A4
219216_at	ETAA1
219217_at	NARS2
219218_at	BAHCC1
219219_at	TMEM160
219220_x_at	MRPS22
219221_at	ZBTB38
219222_at	RBKS
219223_at	CACFD1
219224_x_at	ZNF408
219225_at	PGBD5
219226_at	CDK12
219227_at	CCNJL
219228_at	ZNF331
219229_at	SLCO3A1
219230_at	TMEM100
219231_at	TGS1
219232_s_at	EGLN3
219233_s_at	GSDMB
219234_x_at	SCRN3
219235_s_at	PHACTR4
219236_at	PAQR6
219237_s_at	DNAJB14
219238_at	PIGV
219239_s_at	ZNF654
219240_s_at	C10ORF88
219241_x_at	SSH3
219242_at	CEP63
219243_at	GIMAP4
219244_s_at	MRPL46
219245_s_at	OGFOD2
219246_s_at	OGFOD2
219247_s_at	ZDHHC14
219248_at	THUMPD2
219249_s_at	FKBP10
219250_s_at	FLRT3
219251_s_at	WDR60
219252_s_at	GEMIN8
219253_at	TMEM185B
219254_at	OGFOD3
219255_x_at	IL17RB
219256_s_at	SH3TC1
219257_s_at	SPHK1
219258_at	TIPIN
219259_at	SEMA4A
219260_s_at	ELP5
219261_at	C7ORF26
219262_at	SUV39H2
219263_at	RNF128
219264_s_at	PPP2R3B
219265_at	MOB3B
219266_at	ZNF350
219267_at	GLTP
219268_at	ETNK2
219269_at	HMBOX1
219270_at	CHAC1
219271_at	GALNT14
219272_at	TRIM62
219273_at	CCNK
219274_at	TSPAN12
219275_at	PDCD5
219276_x_at	CAAP1
219277_s_at	OGDHL
219278_at	MAP3K6
219279_at	DOCK10
219280_at	BRWD1
219281_at	MSRA
219282_s_at	TRPV2
219283_at	C1GALT1C1
219284_at	HSPBAP1
219285_s_at	219285_S_AT
219286_s_at	RBM15
219287_at	KCNMB4
219288_at	C3ORF14
219289_at	HEATR3
219290_x_at	DAPP1
219291_at	DTWD1
219292_at	THAP1
219293_s_at	OLA1
219294_at	CENPQ
219295_s_at	PCOLCE2
219296_at	ZDHHC13
219297_at	WDR44
219298_at	ECHDC3
219299_at	TRMT12
219300_s_at	CNTNAP2
219301_s_at	CNTNAP2
219302_s_at	CNTNAP2
219303_at	RNF219
219304_s_at	PDGFD
219305_x_at	FBXO2
219306_at	KIF15
219307_at	PDSS2
219308_s_at	AK5
219309_at	C22ORF46
219310_at	SYNDIG1
219311_at	CEP76
219312_s_at	ZBTB10
219313_at	GRAMD1C
219314_s_at	ZNF219
219315_s_at	TMEM204
219316_s_at	FLVCR2
219317_at	POLI
219318_x_at	MED31
219319_at	HIF3A
219320_at	MYO19
219321_at	MPP5
219322_s_at	WRAP73
219323_s_at	IL18BP
219324_at	NOL12
219325_s_at	ELAC1
219326_s_at	B3GNT2
219327_s_at	GPRC5C
219328_at	DDX31
219329_s_at	ATRAID
219330_at	VANGL1
219331_s_at	KLHDC8A
219332_at	MICALL2
219333_s_at	CAPN10
219334_s_at	NABP1
219335_at	ARMCX5
219336_s_at	ASCC1
219337_at	C1ORF159
219338_s_at	LRRC49
219339_s_at	EHMT1
219340_s_at	CLN8
219341_at	CLN8
219342_at	CASD1
219343_at	CDC37L1
219344_at	SLC29A3
219345_at	BOLA1
219346_at	LRFN3
219347_at	NUDT15
219348_at	USE1
219349_s_at	EXOC2
219350_s_at	DIABLO
219351_at	TRAPPC2
219352_at	HERC6
219353_at	NHLRC2
219354_at	KLHL26
219355_at	CXORF57
219356_s_at	CHMP5
219357_at	GTPBP1
219358_s_at	ADAP2
219359_at	ATHL1
219360_s_at	TRPM4
219361_s_at	AEN
219362_at	NAA35
219363_s_at	MTERF3
219364_at	DHX58
219365_s_at	CAMKV
219366_at	AVEN
219367_s_at	NRP2
219368_at	NAP1L2
219369_s_at	OTUB2
219370_at	RPRM
219371_s_at	KLF2
219372_at	IFT81
219373_at	DPM3
219374_s_at	ALG9
219375_at	CEPT1
219376_at	ZNF322
219377_at	GAREM
219378_at	NAA16
219379_x_at	ZNF358
219380_x_at	POLH
219381_at	C5ORF42
219382_at	SERTAD3
219383_at	PRR5L
219384_s_at	ADAT1
219385_at	SLAMF8
219386_s_at	SLAMF8
219387_at	CCDC88A
219388_at	GRHL2
219389_at	SUSD4
219390_at	FKBP14
219391_at	219391_AT
219392_x_at	PRR11
219393_s_at	AKT3
219394_at	PGS1
219395_at	ESRP2
219396_s_at	NEIL1
219397_at	COQ10B
219398_at	CIDEC
219399_at	LIN7C
219400_at	CNTNAP1
219401_at	XYLT2
219402_s_at	DERL1
219403_s_at	HPSE
219404_at	EPS8L3
219405_at	TRIM68
219406_at	C1ORF50
219407_s_at	LAMC3
219408_at	PRMT7
219409_at	SNIP1
219410_at	TMEM45A
219411_at	ELMO3
219412_at	RAB38
219413_at	ACBD4
219414_at	CLSTN2
219415_at	TTYH1
219416_at	SCARA3
219417_s_at	C17ORF59
219418_at	NHEJ1
219419_at	RBFA
219420_s_at	COA7
219421_at	TTC33
219422_at	219422_AT
219423_x_at	TNFRSF25
219424_at	EBI3
219425_at	SULT4A1
219426_at	AGO3
219427_at	FAT4
219428_s_at	PXMP4
219429_at	FA2H
219430_at	GPR137
219431_at	ARHGAP10
219432_at	219432_AT
219433_at	BCOR
219434_at	TREM1
219435_at	CTC1
219436_s_at	EMCN
219437_s_at	ANKRD11
219438_at	NKAIN1
219439_at	C1GALT1
219440_at	RAI2
219441_s_at	LRRK1
219442_at	CLUHP3
219443_at	TASP1
219444_at	BCORL1
219445_at	GLTSCR1
219446_at	RIC8B
219447_s_at	SLC35C2
219448_at	TMEM70
219449_s_at	TMEM70
219450_at	C4ORF19
219451_at	MSRB2
219452_at	DPEP2
219453_at	KLHL36
219454_at	EGFL6
219455_at	CFAP69
219456_s_at	RIN3
219457_s_at	RIN3
219458_s_at	NSUN3
219459_at	POLR3B
219460_s_at	TMEM127
219461_at	PAK6
219462_at	TMEM53
219463_at	LAMP5
219464_at	CA14
219465_at	APOA2
219466_s_at	APOA2
219467_at	GIN1
219468_s_at	CUEDC1
219469_at	DYNC2H1
219470_x_at	CCNJ
219471_at	KIAA0226L
219472_at	CENPO
219473_at	GDAP2
219474_at	C3ORF52
219475_at	OSGIN1
219476_at	C1ORF116
219477_s_at	MRPS31P5
219478_at	WFDC1
219479_at	KDELC1
219480_at	SNAI1
219481_at	TTC13
219482_at	SETD4
219483_s_at	PORCN
219484_at	HCFC2
219485_s_at	PSMD10
219486_at	DUS2
219487_at	BBS10
219488_at	A4GALT
219489_s_at	NXN
219490_s_at	DCLRE1B
219491_at	LRFN4
219492_at	CHIC2
219493_at	SHCBP1
219494_at	RAD54B
219495_s_at	ZNF180
219496_at	SOWAHC
219497_s_at	BCL11A
219498_s_at	BCL11A
219499_at	SEC61A2
219500_at	CLCF1
219501_at	ENOX1
219502_at	NEIL3
219503_s_at	TMEM40
219504_s_at	RPAP2
219505_at	CECR1
219506_at	C1ORF54
219507_at	RSRC1
219508_at	GCNT3
219509_at	MYOZ1
219510_at	POLQ
219511_s_at	SNCAIP
219512_at	DSN1
219513_s_at	SH2D3A
219514_at	ANGPTL2
219515_at	PRDM10
219516_at	TRPV4
219517_at	ELL3
219518_s_at	ELL3
219519_s_at	SIGLEC1
219520_s_at	WWC3
219521_at	B3GAT1
219522_at	FJX1
219523_s_at	TENM3
219524_s_at	NDUFAF5
219525_at	SLC47A1
219526_at	C14ORF169
219527_at	MARC2
219528_s_at	BCL11B
219529_at	CLIC3
219530_at	PALB2
219531_at	CEP72
219532_at	ELOVL4
219533_at	219533_AT
219534_x_at	CDKN1C
219535_at	HUNK
219536_s_at	ZFP64
219537_x_at	DLL3
219538_at	WDR5B
219539_at	GEMIN6
219540_at	ZNF267
219541_at	LIME1
219542_at	NEK11
219543_at	PBLD
219544_at	BORA
219545_at	KCTD14
219546_at	BMP2K
219547_at	COX15
219548_at	ZNF16
219549_s_at	RTN3
219550_at	ROBO3
219551_at	EAF2
219552_at	SVEP1
219553_at	NME7
219554_at	RHCG
219555_s_at	CENPN
219556_at	C16ORF59
219557_s_at	NRIP3
219558_at	ATP13A3
219559_at	SLC17A9
219560_at	C22ORF29
219561_at	COPZ2
219562_at	RAB26
219563_at	SYNE3
219564_at	KCNJ16
219565_at	CYP20A1
219566_at	PLEKHF1
219567_s_at	EXO5
219568_x_at	SOX18
219569_s_at	SLC35G2
219570_at	KIF16B
219571_s_at	ZNF12
219572_at	CADPS2
219573_at	LRRC16A
219574_at	MARCH1
219575_s_at	COG8
219576_at	MAP7D3
219577_s_at	ABCA7
219578_s_at	CPEB1
219579_at	RAB3IL1
219580_s_at	TMC5
219581_at	TSEN2
219582_at	OGFRL1
219583_s_at	SPATA7
219584_at	PLA1A
219585_at	CCDC28B
219586_at	WDR59
219587_at	TTC12
219588_s_at	NCAPG2
219589_s_at	TMEM143
219590_x_at	DPH5
219591_at	CEND1
219592_at	MCPH1
219593_at	SLC15A3
219594_at	NINJ2
219595_at	ZNF26
219596_at	THAP10
219597_s_at	DUOX1
219598_s_at	RWDD1
219599_at	219599_AT
219600_s_at	TMEM50B
219601_s_at	C10ORF12
219602_s_at	PIEZO2
219603_s_at	ZNF226
219604_s_at	ZNF3
219605_at	ZNF3
219606_at	219606_AT
219607_s_at	MS4A4A
219608_s_at	FBXO38
219609_at	WDR25
219610_at	ARHGEF28
219611_s_at	CEP85
219612_s_at	FGG
219613_s_at	SIRT6
219614_s_at	SLC6A20
219615_s_at	KCNK5
219616_at	ACSS3
219617_at	CAMKMT
219618_at	IRAK4
219619_at	DIRAS2
219620_x_at	TOR4A
219621_at	219621_AT
219622_at	RAB20
219623_at	ACTR5
219624_at	BAG4
219625_s_at	COL4A3BP
219626_at	MAP7D3
219627_at	ZNF767P
219628_at	ZMAT3
219629_at	FAM118A
219630_at	PDZK1IP1
219631_at	LRP12
219632_s_at	TRPV1
219633_at	TTPAL
219634_at	CHST11
219635_at	ZNF606
219636_s_at	ARMC9
219637_at	ARMC9
219638_at	FBXO22
219639_x_at	PARP6
219640_at	CLDN15
219641_at	DET1
219642_s_at	PEX5L
219643_at	LRP1B
219644_at	CEP83
219645_at	CASQ1
219646_at	DEF8
219647_at	POPDC2
219648_at	MREG
219649_at	ALG6
219650_at	ERCC6L
219651_at	DPPA4
219652_s_at	CXORF36
219653_at	LSM14B
219654_at	PTPLA
219655_at	SUGCT
219656_at	PCDH12
219657_s_at	KLF3
219658_at	PTCD2
219659_at	ATP8A2
219660_s_at	ATP8A2
219661_at	RANBP17
219662_at	C2ORF49
219663_s_at	TMEM121
219664_s_at	DECR2
219665_at	NUDT18
219666_at	MS4A6A
219667_s_at	BANK1
219668_at	GDAP1L1
219669_at	CD177
219670_at	BEND5
219671_at	HPCAL4
219672_at	AHSP
219673_at	MCM9
219674_s_at	219674_S_AT
219675_s_at	UXS1
219676_at	ZSCAN16
219677_at	SPSB1
219678_x_at	DCLRE1C
219679_s_at	WAC
219680_at	NLRX1
219681_s_at	RAB11FIP1
219682_s_at	TBX3
219683_at	FZD3
219684_at	RTP4
219685_at	TMEM35
219686_at	STK32B
219687_at	HHAT
219688_at	BBS7
219689_at	SEMA3G
219690_at	IGFLR1
219691_at	SAMD9
219692_at	KREMEN2
219693_at	AGPAT4
219694_at	FAM105A
219695_at	SMPD3
219696_at	DENND1B
219697_at	HS3ST2
219698_s_at	METTL4
219699_at	LGI2
219700_at	PLXDC1
219701_at	TMOD2
219702_at	PLAC1
219703_at	MNS1
219704_at	YBX2
219705_at	QSER1
219706_at	AP5S1
219707_at	CPNE7
219708_at	NT5M
219709_x_at	FAM173A
219710_at	SH3TC2
219711_at	ZNF586
219712_s_at	SHPK
219713_at	SHPK
219714_s_at	CACNA2D3
219715_s_at	TDP1
219716_at	APOL6
219717_at	DCAF16
219718_at	FGGY
219719_at	HIGD1B
219720_s_at	GPATCH2L
219721_at	219721_AT
219722_s_at	GDPD3
219723_x_at	AGPAT3
219724_s_at	TESPA1
219725_at	TREM2
219726_at	NLGN3
219727_at	DUOX2
219728_at	MYOT
219729_at	PRRX2
219730_at	MED18
219731_at	219731_AT
219732_at	219732_AT
219733_s_at	SLC27A5
219734_at	SIDT1
219735_s_at	TFCP2L1
219736_at	TRIM36
219737_s_at	PCDH9
219738_s_at	PCDH9
219739_at	RNF186
219740_at	VASH2
219741_x_at	ZNF552
219742_at	PRR7
219743_at	HEY2
219744_at	FN3K
219745_at	TMEM180
219746_at	219746_AT
219747_at	NDNF
219748_at	TREML2
219749_at	SH2D4A
219750_at	TMEM144
219751_at	SETD6
219752_at	RASAL1
219753_at	STAG3
219754_at	RBM41
219755_at	CBX8
219756_s_at	POF1B
219757_s_at	TMEM260
219758_at	TTC26
219759_at	ERAP2
219760_at	LIN7B
219761_at	CLEC1A
219762_s_at	RPL36
219763_at	DENND1A
219764_at	FZD10
219765_at	ZNF329
219766_at	B9D2
219767_s_at	CRYZL1
219768_at	VTCN1
219769_at	INCENP
219770_at	GTDC1
219771_at	TBC1D8B
219772_s_at	SMPX
219773_at	NOX4
219774_at	CCDC93
219775_s_at	CPLX3
